City,id,Country,Lat,Lng
punta arenas,3874787,CL,-53.150002,-70.91667199999999
chokurdakh,2126123,RU,70.63333100000001,147.916672
marienburg,3383570,SR,5.84691,-55.021591
bernardino de campos,3470059,BR,-23.01306,-49.474171000000005
yantal,2055868,RU,56.847099,105.254204
cidreira,3466165,BR,-30.181109999999997,-50.205559
ahipara,2194098,NZ,-35.166672,173.166672
hermanus,3366880,ZA,-34.418701,19.234461
hithadhoo,1282256,MV,-0.6,73.08332800000001
vaini,4032243,TO,-21.200001,-175.199997
torbay,6167817,CA,47.666592,-52.73135
khon buri,1609795,TH,14.52541,102.24591099999999
upernavik,3418910,GL,72.78684200000001,-56.15485
arlit,2447513,NE,18.73694,7.385280000000001
buin,3897774,CL,-33.73333,-70.75
bathsheba,3374083,BB,13.21667,-59.51667
mandan,5690366,US,46.82666,-100.88958000000001
rikitea,4030556,PF,-23.120279,-134.969177
tuktoyaktuk,6170031,CA,69.45414,-133.03741499999998
bengkulu,1649150,ID,-3.80044,102.265541
los llanos de aridane,2514651,ES,28.658509999999996,-17.918209
puerto ayora,3652764,EC,-0.73931,-90.351761
morondava,1058381,MG,-20.283331,44.283328999999995
arraial do cabo,3471451,BR,-22.96611,-42.027778999999995
lambarene,2399888,GA,-0.7001,10.24055
kavieng,2094342,PG,-2.57444,150.79669199999998
ushuaia,3833367,AR,-54.799999,-68.300003
qaanaaq,3831208,GL,77.483971,-69.363213
kousseri,2229798,CM,12.076889999999999,15.030629999999999
nefteyugansk,1497917,RU,61.099789,72.603493
cape town,3369157,ZA,-33.925838,18.42322
parksville,6098642,CA,49.31633,-124.31945
yellowknife,6185377,CA,62.456001,-114.352547
khatanga,2022572,RU,71.966667,102.5
norman wells,6089245,CA,65.282013,-126.832901
hilo,5855927,US,19.729719,-155.08999599999999
bluff,2206939,NZ,-46.599998,168.333328
atuona,4020109,PF,-9.8,-139.033325
manicore,3663503,BR,-5.80917,-61.300281999999996
cedar city,5536630,US,37.677479,-113.06188999999999
ukiah,5404476,US,39.150169,-123.207779
codrington,2171099,AU,-38.26667,141.966675
provideniya,4031574,RU,64.38333100000001,-173.300003
tanout,2439155,NE,14.970889999999999,8.88786
nelson bay,2155562,AU,-32.716671000000005,152.149994
arua,235039,UG,3.02013,30.911051
new norfolk,2155415,AU,-42.782612,147.058701
isangel,2136825,VU,-19.549999,169.266663
goksun,314188,TR,38.020962,36.497299
traverse city,5012495,US,44.763062,-85.620628
kodiak,5866583,US,57.790001000000004,-152.407227
lompoc,5367788,US,34.639148999999996,-120.457939
bambous virieux,1106677,MU,-20.342779,57.7575
berlevag,780687,NO,70.85778,29.086361
zyryanka,2119283,RU,65.75,150.850006
lavrentiya,4031637,RU,65.58332800000001,-171.0
kununurra,2068110,AU,-15.766670000000001,128.733337
avarua,4035715,CK,-21.207781,-159.774994
thinadhoo,1337610,MV,0.53333,72.933327
santa vitoria,3449749,BR,-18.83861,-50.121390999999996
sitka,5557293,US,57.053059,-135.330002
axim,2303611,GH,4.86992,-2.2404599999999997
port alfred,964432,ZA,-33.590569,26.891040999999998
iqaluit,5983720,CA,63.750591,-68.514488
manggar,1636426,ID,-2.88333,108.26666999999999
kaeo,2189343,NZ,-35.099998,173.783325
totness,3382867,SR,5.88333,-56.316669
seoul,1835848,KR,37.568259999999995,126.977829
keti bandar,1174451,PK,24.14472,67.449722
narsaq,3421719,GL,60.916672,-46.049999
sao felix do xingu,3388847,BR,-6.6447199999999995,-51.994999
bredasdorp,1015776,ZA,-34.53215,20.04031
klaksvik,2618795,FO,62.226551,-6.589010000000001
nanortalik,3421765,GL,60.14316899999999,-45.237148
fallon,5503914,US,39.47353,-118.777367
mahebourg,934322,MU,-20.40806,57.700001
tieli,2034440,CN,46.950001,128.050003
severo-kurilsk,2121385,RU,50.67889,156.125
tilichiki,2120591,RU,60.466671,166.100006
capitao poco,3403127,BR,-1.74639,-47.059441
bandarbeyla,64814,SO,9.4942,50.812199
ankang,1789065,CN,32.68,109.01722
seybaplaya,3516685,MX,19.65,-90.66667199999999
ancud,3899695,CL,-41.86972,-73.82028199999999
najran,103630,SA,17.492399,44.127659
bali chak,1277581,IN,22.366671,87.550003
tabou,2281120,CI,4.42295,-7.3528
derzhavinsk,1524606,KZ,51.099998,66.316673
baykit,1510689,RU,61.669998,96.370003
north platte,5697939,US,41.12389,-100.765419
faanui,4034551,PF,-16.48333,-151.75
chernyshevskiy,2025456,RU,63.012779,112.47138999999999
ketchikan,5554428,US,55.34222,-131.646103
pevek,2122090,RU,69.700829,170.313324
paamiut,3421193,GL,61.994018999999994,-49.667759000000004
pisco,3932145,PE,-13.7,-76.216667
lasa,3175096,IT,46.616611,10.70016
bernay,3033308,FR,49.088879,0.59858
panguna,2088659,PG,-6.3164,155.484833
alugan,1731248,PH,12.2188,125.480797
broken hill,2173911,AU,-31.950001,141.433334
ostrovnoy,556268,RU,68.053062,39.513062
bubaque,2374583,GW,11.28333,-15.833329999999998
malyn,702116,UA,50.772331,29.238331
arman,2127060,RU,59.700001,150.166672
atar,2381334,MR,20.516859,-13.04986
leningradskiy,2123814,RU,69.38333100000001,178.416672
ilulissat,3423146,GL,69.216667,-51.099998
prachuap khiri khan,1151074,TH,11.82098,99.784103
guerrero negro,4021858,MX,27.976940000000003,-114.06111100000001
lufilufi,4035249,WS,-13.87449,-171.598572
east london,1006984,ZA,-33.015289,27.911619
nianzishan,2035593,CN,47.51667,122.88333100000001
teguldet,1489822,RU,57.306389,88.16667199999999
mar del plata,3430863,AR,-38.002280999999996,-57.557541
buala,2109528,SB,-8.144969999999999,159.592117
yulara,6355222,AU,-25.240601,130.988907
marilia,3457692,BR,-22.21389,-49.945831
lower hutt,2188164,NZ,-41.216671000000005,174.916672
bam,141736,IR,29.106001000000003,58.356998
daud khel,1180419,PK,32.874981,71.570122
urengoy,1488414,RU,65.966667,78.36666899999999
kahului,5847411,US,20.89472,-156.470001
baruun-urt,2032614,MN,46.680561,113.27916699999999
batagay-alyta,2027042,RU,67.80056,130.411392
caibarien,3566356,CU,22.520559,-79.466942
dzilam gonzalez,3529654,MX,21.283331,-88.933327
villa carlos paz,3832791,AR,-31.424141,-64.49778
xixiang,1788206,CN,35.162781,112.864998
yining,1786538,CN,29.036140000000003,114.563622
macae,3458266,BR,-22.370831,-41.786941999999996
pagudpud,1696482,PH,18.5616,120.78679699999999
lakes entrance,2160735,AU,-37.881149,147.981033
port hardy,6111862,CA,50.699619,-127.419853
hay river,5972762,CA,60.815552000000004,-115.799927
lebu,3883457,CL,-37.616669,-73.650002
sampit,1628884,ID,-2.53333,112.949997
comodoro rivadavia,3860443,AR,-45.866669,-67.5
ulaanbaatar,2028462,MN,47.907711,106.88323999999999
humberto de campos,3398428,BR,-2.59833,-43.461109
ippy,238566,CF,6.267930000000001,21.22468
tikrit,90150,IQ,34.607121,43.678219
olavarria,3842670,AR,-36.892719,-60.322540000000004
yar-sale,1486321,RU,66.83332800000001,70.83332800000001
dikson,1507390,RU,73.506943,80.546387
shahr-e babak,115781,IR,30.116501,55.118598999999996
keita,2442478,NE,14.7551,5.7749
beitbridge,895269,ZW,-22.216669,30.0
talnakh,1490256,RU,69.48650400000001,88.39720200000001
alihe,2038665,CN,50.566669,123.71666699999999
kapaa,5848280,US,22.075211,-159.318954
yamada,2110560,JP,39.466671000000005,141.949997
san policarpo,1688696,PH,12.1791,125.507202
pangai,4032369,TO,-19.799999,-174.350006
ikom,2338242,NG,5.96669,8.70632
wasilla,5877641,US,61.58139,-149.439438
vaasa,632978,FI,63.096001,21.61577
inhambane,1045114,MZ,-23.865,35.383331
great bend,4272340,US,38.36446,-98.764809
pitimbu,3391889,BR,-7.470560000000001,-34.808609000000004
culebra,4564070,PR,18.303010999999998,-65.300987
baie-comeau,5889745,CA,49.216789,-68.14894100000001
piranhas,3453586,BR,-16.426941,-51.82222
pringsewu,1630639,ID,-5.358219999999999,104.974411
maldonado,3441894,UY,-34.900002,-54.950001
clyde river,5924351,CA,70.469162,-68.591431
tuatapere,2180815,NZ,-46.133331,167.683334
cabo san lucas,3985710,MX,22.890881,-109.912376
lata,2738381,PT,40.162861,-8.33269
lahaina,5849996,US,20.87833,-156.682495
muisne,3653967,EC,0.6,-80.033333
ningbo,1799397,CN,29.878189000000003,121.549454
mandalgovi,2030065,MN,45.762501,106.27082800000001
neutraubling,2863953,DE,48.98333,12.2
koutiala,2454268,ML,12.39173,-5.46421
mareeba,2158767,AU,-17.0,145.433334
shache,1280037,CN,38.416672,77.240562
sisimiut,3419842,GL,66.939461,-53.6735
along,1278969,IN,28.16667,94.76666999999999
deyang,1812961,CN,31.130190000000002,104.38198100000001
tiksi,2015306,RU,71.687218,128.86944599999998
kokorevka,546633,RU,52.587223,34.277778999999995
uribia,3666409,CO,11.7139,-72.266037
conceicao do araguaia,3401845,BR,-8.25778,-49.264721
tikapur,1282666,NP,28.5,81.13333100000001
puerto leguizamo,3671437,CO,-0.19337000000000001,-74.781891
sarangani,1687186,PH,5.40333,125.46360800000001
salalah,286621,OM,17.015051,54.092369
tasiilaq,3424607,GL,65.61451,-37.636761
roald,3141667,NO,62.583328,6.13333
plettenberg bay,964712,ZA,-34.052738,23.371599
hami,1529484,CN,42.799999,93.449997
zanjan,111453,IR,36.673598999999996,48.478699
maningrida,2067089,AU,-12.06667,134.266663
north battleford,6089404,CA,52.78344,-108.284653
alor setar,1736309,MY,6.12104,100.360138
chokwe,1048364,MZ,-24.533331,32.98333
libreville,2399697,GA,0.3925,9.45365
cherskiy,2126199,RU,68.75,161.300003
meiganga,2227402,CM,6.5166699999999995,14.3
karlskrona,2701713,SE,56.161559999999994,15.58661
kawalu,1640902,ID,-7.3817,108.208199
claresholm,5923125,CA,50.033321,-113.58524299999999
brigantine,4500920,US,39.410118,-74.364594
mehran,124291,IR,33.1222,46.1646
tchaourou,2391377,BJ,8.88649,2.5975200000000003
polazna,507318,RU,58.294579000000006,56.40546
coquimbo,3893629,CL,-29.953328999999997,-71.343613
calvinia,3369174,ZA,-31.47069,19.776010999999997
dembi dolo,339448,ET,8.53333,34.799999
ambilobe,1082243,MG,-13.2,49.049999
adrar,2508813,DZ,27.874290000000002,-0.29388000000000003
longyearbyen,2729907,SJ,78.218597,15.640070000000001
tevaitoa,4033375,PF,-16.783331,-151.5
vao,2137773,NC,-22.66667,167.483337
rawatsar,1258295,IN,29.283331,74.38333100000001
kipini,191675,KE,-2.52565,40.526199
hagere hiywet,335288,ET,8.98333,37.849998
samoded,499025,RU,63.608299,40.511101000000004
korla,1529376,CN,41.75972,86.14694200000001
lahad datu,1733953,MY,5.0268,118.327003
beidao,1816751,CN,34.568611,105.89333300000001
taluya,1683690,PH,5.8116699999999994,125.17278300000001
terskaya,483281,RU,43.723759,44.724419
kavaratti,1267390,IN,10.566880000000001,72.64202900000001
touros,3386213,BR,-5.1988900000000005,-35.460831
skjervoy,777682,NO,70.031143,20.971411
necochea,3430443,AR,-38.547259999999994,-58.736752
saskylakh,2017155,RU,71.91667199999999,114.08332800000001
namibe,3347019,AO,-15.196110000000001,12.15222
hailar,2037078,CN,49.200001,119.699997
waipawa,2206874,NZ,-41.41222,175.515274
bernau,2950099,DE,47.800179,8.0383
gudari,1270818,IN,19.35,83.783333
grindavik,3416888,IS,63.8424,-22.43375
chukhloma,567695,RU,58.752499,42.682499
havoysund,779622,NO,70.996338,24.66217
novoomskiy,1496889,RU,54.84151800000001,73.301743
minab,123941,IR,27.1467,57.080101
dhilwan,1272771,IN,31.516939,75.349998
sarana,498703,RU,56.47728000000001,57.725861
maragogi,3395458,BR,-9.01222,-35.2225
liberal,5445820,US,37.043079,-100.920998
sao miguel do araguaia,3448455,BR,-13.275,-50.162781
kruisfontein,986717,ZA,-34.00333,24.731420999999997
nyurba,2018735,RU,63.28416800000001,118.33193999999999
havre-saint-pierre,5972291,CA,50.23344,-63.598620999999994
petropavlovsk-kamchatskiy,2122104,RU,53.0452,158.6483
pangnirtung,6096551,CA,66.145111,-65.712517
katsuura,2112309,JP,35.133331,140.300003
turukhansk,1488903,RU,65.816673,87.98333000000001
iquitos,3696183,PE,-3.7480599999999997,-73.24722299999999
goderich,5962442,CA,43.75008,-81.716476
pasighat,1260206,IN,28.066669,95.33332800000001
karratha,6620339,AU,-20.73765,116.846291
zhenlai,2033128,CN,45.849548,123.297302
laela,156098,TZ,-8.56667,32.049999
suntar,2015913,RU,62.14444,117.63194299999999
eganville,5947035,CA,45.533409000000006,-77.09944899999999
puri,1259184,IN,19.799999,85.849998
richards bay,962367,ZA,-28.783009999999997,32.037682000000004
stokmarknes,3136690,NO,68.564621,14.91075
metro,1635283,ID,-5.11306,105.306671
konza,190544,KE,-1.7426,37.12941
kristianstad,2699310,SE,56.031288,14.152420000000001
dong hoi,1582886,VN,17.48333,106.599998
formosa do rio preto,3463124,BR,-11.04833,-45.193062
doha,290030,QA,25.286667,51.533333
meulaboh,1214488,ID,4.1363,96.128502
vardo,777019,NO,70.370483,31.110661
uyuni,3901903,BO,-20.459669,-66.825027
rishikesh,1258128,IN,30.116671000000004,78.316673
nanakuli,5851349,US,21.39056,-158.154724
viedma,3832899,AR,-40.81345,-62.996681
gamboula,2386756,CF,4.11775,15.13926
ulaangom,1515029,MN,49.98111,92.066673
kimbe,2093967,PG,-5.55021,150.142853
lokoja,2331939,NG,7.80236,6.742999999999999
kysyl-syr,2021017,RU,63.89860899999999,122.761673
bassano,5894642,CA,50.783421000000004,-112.46853600000001
tazovskiy,1489853,RU,67.466667,78.699997
at-bashi,1528796,KG,41.17017,75.810577
maltahohe,3355624,,-24.83333,16.98333
port blair,1259385,IN,11.66667,92.75
hasaki,2112802,JP,35.73333,140.833328
bamnet narong,1620989,TH,15.499170000000001,101.68972
vestmanna,2610343,FO,62.156391000000006,-7.16639
ust-nera,2120048,RU,64.566673,143.199997
dukat,2125906,RU,62.549999,155.550003
vanimo,2084442,PG,-2.67408,141.302841
maiduguri,2331447,NG,11.84644,13.16027
sur,286245,OM,22.566669,59.528889
ulladulla,2145554,AU,-35.349998,150.466675
egvekinot,4031742,RU,66.316673,-179.166672
asyut,359783,EG,27.18096,31.18368
ust-tsilma,477940,RU,65.44104,52.14978
pangody,1495626,RU,65.850021,74.48593100000001
chegdomyn,2025579,RU,51.116669,133.016663
mucurapo,3574069,TT,10.66667,-61.533329
la orilla,4001056,MX,17.98333,-102.23333000000001
nemuro,2128975,JP,43.323608,145.574997
lorengau,2092164,PG,-2.02259,147.271194
evensk,2125693,RU,61.950001,159.233337
gorele,746565,TR,41.03083,39.003059
zwedru,2272491,LR,6.066669999999999,-8.128060000000001
sao filipe,3374210,CV,14.8961,-24.49556
bilibino,2126682,RU,68.054642,166.43721000000002
alyangula,2079582,AU,-13.848329999999999,136.419174
oltu,741160,TR,40.549831,42.001259000000005
sao gabriel da cachoeira,3662342,BR,-0.13028,-67.08917199999999
ampanihy,1078553,MG,-24.700001,44.75
udachnyy,2014624,RU,66.41667199999999,112.400002
kongolo,212360,CD,-5.38333,27.0
bratsk,2051523,RU,56.1325,101.614166
payakumbuh,1631905,ID,-0.22019,100.630783
zyryanovsk,1516438,KZ,49.738609000000004,84.27194200000001
puerto narino,3671387,CO,-3.77028,-70.383057
husavik,2629833,IS,66.044891,-17.33885
verkhnyaya khava,474669,RU,51.84045,39.941340999999994
acarau,3408368,BR,-2.88556,-40.119999
soeng sang,1606213,TH,14.426420000000002,102.46057900000001
fort nelson,5955902,CA,58.805328,-122.700203
kloulklubed,7671223,PW,7.041919999999999,134.25561499999998
kilindoni,157429,TZ,-7.9139,39.66684
lodwar,189280,KE,3.11911,35.597271
grande prairie,5964347,CA,55.166672,-118.80271100000002
haines junction,5969025,CA,60.752159,-137.510818
wuwei,1803936,CN,37.928059000000005,102.641388
ugoofaaru,1337619,MV,5.66667,73.0
merke,1520969,KZ,42.87278,73.178612
bonthe,2409914,SL,7.526389999999999,-12.505
la ronge,6050066,CA,55.100128000000005,-105.284218
camabatela,2242885,AO,-8.18812,15.37495
aswan,359792,EG,24.093429999999998,32.90704
anshun,1817968,CN,26.25,105.933327
bordighera,3181864,IT,43.780640000000005,7.664510000000001
kafue,915883,ZM,-15.769110000000001,28.181359999999998
tarime,149581,TZ,-1.35,34.366669
matagami,6067747,CA,49.750178999999996,-77.632767
chandpur,1274714,IN,29.15,78.26666999999999
deputatskiy,2028164,RU,69.300003,139.899994
riyadh,108410,SA,24.687731,46.721851
saldanha,3361934,ZA,-33.011669,17.944201
berdigestyakh,2026861,RU,62.098888,126.699173
okhotsk,2122605,RU,59.383331000000005,143.300003
udgir,1253958,IN,18.383329,77.11666899999999
ous,1495812,RU,60.90583,61.51860799999999
zhangye,1785036,CN,38.93417,100.45166800000001
astana,1526273,KZ,51.180099,71.445976
waingapu,1622318,ID,-9.6567,120.264099
eirunepe,3664321,BR,-6.66028,-69.873611
srednekolymsk,2121025,RU,67.449997,153.683334
canasgordas,3687677,CO,6.74989,-76.025391
boueni,1090467,YT,-12.9025,45.076111
nizwa,286987,OM,22.933331,57.533329
khonsa,1266668,IN,27.01667,95.566673
mabaruma,3377301,GY,8.2,-59.783329
basoko,219414,CD,1.23909,23.61598
te anau,2181625,NZ,-45.416672,167.716675
pangkalanbuun,1632694,ID,-2.6833299999999998,111.61666899999999
benemerito de las americas,3816362,MX,16.51667,-90.64389
lafia,2332515,NG,8.48333,8.51667
yumen,1528998,CN,40.283328999999995,97.199997
yakeshi,2033536,CN,49.283328999999995,120.73333000000001
preobrazheniye,2017658,RU,42.901939,133.90638700000002
aquin,3731095,HT,18.283331,-73.400002
kangaatsiaq,3422683,GL,68.30648000000001,-53.46405
zadar,3186952,HR,44.11972,15.242220000000001
nova varos,3194407,RS,43.46056,19.81139
zhigansk,2012530,RU,66.769722,123.371109
shumskiy,1491977,RU,54.831799,99.132797
marrakesh,2542997,MA,31.631479,-8.008280000000001
druzhnaya gorka,564866,RU,59.276112,30.1425
mehamn,778707,NO,71.035698,27.849171000000002
nisia floresta,3393922,BR,-6.09111,-35.208611
ossora,2122389,RU,59.235279000000006,163.071945
wajima,1848976,JP,37.400002,136.899994
puerto colombia,3671497,CO,10.98778,-74.95472
sumenep,1626099,ID,-7.0166699999999995,113.86666899999999
ayagoz,1525988,KZ,47.97139,80.439171
aasiaat,3424901,GL,68.709808,-52.86988100000001
shieli,1524801,KZ,44.166672,66.75
santa isabel do rio negro,3662489,BR,-0.41389,-65.019173
kyaiklat,1317397,MM,16.433331,95.73333000000001
tres lagoas,3446098,BR,-20.75111,-51.678329
honiara,2108502,SB,-9.43333,159.949997
murbad,1262444,IN,19.25,73.400002
ribas do rio pardo,3451399,BR,-20.44306,-53.759170999999995
saint-georges,6138282,CA,46.624748,-72.65772199999999
tynda,2014718,RU,55.166672,124.71666699999999
tanashi,1850693,JP,35.723888,139.52221699999998
opuwo,3354077,,-18.060679999999998,13.839979999999999
khandyga,2022773,RU,62.666672,135.600006
chateau-thierry,3026194,FR,49.049999,3.4
sidrolandia,3447597,BR,-20.93194,-54.961391000000006
zhuhai,1790437,CN,22.276939000000002,113.56778
oistins,3373652,BB,13.06667,-59.533329
sassandra,2281951,CI,4.95,-6.08333
port moresby,2088122,PG,-9.44314,147.17971799999998
camana,3945985,PE,-16.62278,-72.711113
puerto baquerizo moreno,3652758,EC,-0.9,-89.599998
labuhan,8079926,ID,-6.8844,112.205101
dalvik,2632287,IS,65.970177,-18.52861
terrace,6162949,CA,54.516338,-128.603455
gilleleje,2621471,DK,56.121959999999994,12.31056
vila velha,3445026,BR,-20.329720000000002,-40.2925
sernur,496561,RU,56.933331,49.15361
cumpas,4012143,MX,29.98333,-109.78333300000001
mandera,187896,KE,3.93663,41.867008
brae,2654970,GB,60.396351,-1.35296
nakusp,6085665,CA,50.24987,-117.80226100000002
ko samui,1154689,TH,9.53567,99.93566899999999
chermoz,569122,RU,58.786961,56.148941
nabire,1634614,ID,-3.3666699999999996,135.483337
beringovskiy,2126710,RU,63.049999,179.316666
smithers,6149996,CA,54.780361,-127.174278
cabedelo,3404558,BR,-6.98111,-34.833889
sibolga,1213855,ID,1.7427,98.779198
alofi,4036284,NU,-19.059521,-169.918671
araouane,2460954,ML,18.90476,-3.5264900000000003
funtua,2342490,NG,11.52325,7.30813
sembakung,1627877,ID,3.81667,117.25
humaita,3664078,BR,-7.5061100000000005,-63.020828
taoudenni,2450173,ML,22.678329,-3.9836099999999997
kannauj,1268011,IN,27.0546,79.92199699999999
sawakin,367544,SD,19.1059,37.3321
sechura,3691954,PE,-5.55694,-80.82222
finschhafen,2097418,PG,-6.60243,147.868134
piacabucu,3454005,BR,-10.405560000000001,-36.434441
tommot,2015179,RU,58.95639,126.292503
pyay,1299154,MM,18.816669,95.216667
abakaliki,2353099,NG,6.31625,8.11691
vasai,1253372,IN,19.47,72.8
rio gallegos,3838859,AR,-51.622608,-69.218132
sioux lookout,6148373,CA,50.100071,-91.916969
toamasina,1053384,MG,-18.16667,49.383331
usinsk,863061,RU,65.993889,57.528061
zhumadian,1783873,CN,32.979439,114.02944199999999
oranjemund,3354071,,-28.549999,16.433331
jhargram,1268990,IN,22.450001,86.98333000000001
vrbove,3056697,SK,48.619732,17.722601
muravlenko,1540711,RU,63.789768,74.52301
enugu,2343279,NG,6.4402,7.4943
dumbea,2141394,NC,-22.15,166.449997
jimo,1805757,CN,36.389721,120.46221899999999
nyrob,516588,RU,60.733002,56.720242000000006
baherden,162158,TM,38.436240999999995,57.431580000000004
grimshaw,5967157,CA,56.183392000000005,-117.602699
narnaul,1261772,IN,28.044439,76.10833000000001
cocobeach,2401357,GA,1.00019,9.58228
garissa,197745,KE,-0.45355,39.64011
zhatay,2012570,RU,62.159439,129.829437
llangefni,2644037,GB,53.255611,-4.310630000000001
abu dhabi,292968,AE,24.466669,54.366668999999995
trairi,3386177,BR,-3.2777800000000004,-39.26889
lolodorf,2229267,CM,3.23333,10.73333
bambanglipuro,1650434,ID,-7.95,110.28333300000001
moranbah,6533368,AU,-22.001631,148.046616
miyako,2111884,JP,39.636669,141.952499
houma,4328010,US,29.59577,-90.719528
bah,1277841,IN,26.870001000000002,78.597504
hobyo,57000,SO,5.3505,48.526798
snasa,3138076,NO,64.24569699999999,12.37779
saharsa,1257804,IN,25.883329,86.599998
am timan,245338,TD,11.0297,20.2827
kosonsoy,1513714,UZ,41.256111,71.550827
berani,1182953,PK,25.785,68.806862
kihei,5849297,US,20.785,-156.465561
boyolangu,1648082,ID,-8.1181,111.893501
sal rei,3374235,CV,16.183331,-22.91667
elizabeth city,4465088,US,36.294601,-76.251053
ketou,2393551,BJ,7.36332,2.59978
asau,686090,RO,46.433331,26.4
waddan,2209055,LY,29.1614,16.139039999999998
caernarfon,2654092,GB,53.14125799999999,-4.27016
kulhudhuffushi,1337613,MV,6.62207,73.06997700000001
bom jesus da lapa,3469437,BR,-13.255,-43.41806
marsh harbour,3571913,BS,26.541240999999996,-77.063599
fernandopolis,3463432,BR,-20.28389,-50.246390999999996
goundam,2456917,ML,16.41453,-3.67075
tromso,3133895,NO,69.648903,18.95508
kochki,1503061,RU,54.335831000000006,80.48056
aklavik,5882953,CA,68.219131,-135.010712
nouadhibou,2377457,MR,20.930981,-17.034651
jacareacanga,3397763,BR,-6.22222,-57.752781000000006
awash,343134,ET,8.98333,40.166672
oktyabrskoye,515805,RU,43.06451,44.741710999999995
plant city,4168773,US,28.018628999999997,-82.11286199999999
kirakira,2178753,SB,-10.454419999999999,161.920456
port-cartier,6111696,CA,50.033390000000004,-66.865448
gwadar,1177446,PK,25.12163,62.32540899999999
prince rupert,6113406,CA,54.316139,-130.320114
santee,5393429,US,32.838378999999996,-116.973923
sheltozero,494970,RU,61.366668999999995,35.366669
ust-koksa,1488167,RU,50.2696,85.610802
sokoni,149812,TZ,-6.433330000000001,39.549999
sorland,3137469,NO,67.666962,12.693430000000001
santiago del estero,3835869,AR,-27.795111,-64.26149000000001
rongcheng,1797117,CN,30.633979999999998,117.8517
kapuskasing,5989403,CA,49.416939,-82.433083
